Date,Label
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
